text,sentiment,text_length,clean_text
@devonc2cc North Tawton to Exeter map hyperlink does not work... Come on Mr Paddon get your ass in gear and sort pronto ,positive,120,north tawton to exeter map hyperlink does not work come on mr paddon get your ass in gear and sort pronto
@roguecnidarian I think it is ,positive,30,i think it is
so much to do today...should get strarted ,negative,42,so much to do todayshould get strarted
Thismorning has just clusterfucked all over me ,negative,47,thismorning has just clusterfucked all over me
"Tomorrow will be bitch-ass heavy on my pea brain!! calculus, economics, history, and art?! dang!! Red bull will save the day yet again!! ",positive,137,tomorrow will be bitchass heavy on my pea brain calculus economics history and art dang red bull will save the day yet again
@TheMattEvers its p@=+'n down here (Liverpool)....  ,negative,52,its pn down here liverpool
forgot she had maths tuition today.    i was 15 minutes late and tuition ended 5 minute early.  YAHOOO. i think the tutor heard me scr ...,positive,138,forgot she had maths tuition today i was minutes late and tuition ended minute early yahooo i think the tutor heard me scr
PM #1603 (Studiomax) said: MIAMI GLAMOUR AT ITS BEST!!!! BEAUTIFUL NICOLE IN HER SMOKIN HOT BLACK DRESS!!!!   MAX    http://PaidModel ...,positive,137,pm studiomax said miami glamour at its best beautiful nicole in her smokin hot black dress max
"the fact that i lost my phone doesnt bother me anymore. its sunday,time to chill.. how r u today? ",positive,98,the fact that i lost my phone doesnt bother me anymore its sundaytime to chill how r u today
eating balsamic vinegar &amp; caramelised onion crisps  mmmmmm going to watch some supernatural to go with them (Y),positive,115,eating balsamic vinegar amp caramelised onion crisps mmmmmm going to watch some supernatural to go with them y
@wompkin persian bride .com ,positive,28,persian bride com
@JenniferKeene thing 1 and thing 2 then? ,positive,41,thing and thing then
@ work....hurry up weekend ,negative,27,workhurry up weekend
started a bath.. ,positive,17,started a bath
http://bit.ly/uPRQq via @addthis don't care if 'tis true. ,positive,58,via dont care if tis true
"well th lil man has tonsilitis, so a wk of calpol &amp; anti-biotics! he was not happy when i had 2 wake him to go to th docs! poor lil man! ",negative,141,well th lil man has tonsilitis so a wk of calpol amp antibiotics he was not happy when i had wake him to go to th docs poor lil man
The movie The Knowing made me afraid to be alone in my room  WHY am I five again!?!?! Ahh ,negative,90,the movie the knowing made me afraid to be alone in my room why am i five again ahh
@StephersG hey steph whats does bgt stand for ,positive,46,hey steph whats does bgt stand for
@Dualdriven highrollerz sound like a new act  wonder what it would sound like haha,positive,82,highrollerz sound like a new act wonder what it would sound like haha
@marinemajor Thanks   That's my sultry look   HA!,positive,49,thanks thats my sultry look ha
Heyy im back *smiles* hehe Bella Marie Cullen is back! ,positive,55,heyy im back smiles hehe bella marie cullen is back
"The traffic I was stuck in was caused by this,  http://bit.ly/oZtsG",negative,67,the traffic i was stuck in was caused by this
is leaving work early today and is going to see paramore tonight! ,positive,66,is leaving work early today and is going to see paramore tonight
@GrowerofFlowers I waited. You never came. ,negative,43,i waited you never came
"@puppy4urluv yeah, that's right. I'm 2 years into my training. I love it. Congrats on 25 yrs. ",positive,94,yeah thats right im years into my training i love it congrats on yrs
It finally stopped raining!  ,positive,29,it finally stopped raining
apparently Ive lost quite a few followers ,negative,42,apparently ive lost quite a few followers
Just got back from shopping with tina  now just hanging around the house for the night,positive,86,just got back from shopping with tina now just hanging around the house for the night
"was eating Chinese food, not people. ",positive,37,was eating chinese food not people
I miss her soooo much. i cant take it anymore. ,negative,47,i miss her soooo much i cant take it anymore
@Teri_Fied aww sucks ,negative,21,aww sucks
"@MARCOME So true, everyone does need a hug every now and then. ",positive,63,so true everyone does need a hug every now and then
@hermorrine hahaha  i hate that i got sketchy ass ones a while ago like ones that scared me. something about tying someone up? wtf?,positive,131,hahaha i hate that i got sketchy ass ones a while ago like ones that scared me something about tying someone up wtf
"@_annie2 yep, time seem to fly. Del Mar is just a few days away. ",positive,65,yep time seem to fly del mar is just a few days away
burnt pie = gross well the burnt bits are ,negative,42,burnt pie gross well the burnt bits are
i got a ps3 and its pretty cool. plus the guy at walmart that sold it to me gave me his s/n  yay me.,positive,100,i got a ps and its pretty cool plus the guy at walmart that sold it to me gave me his sn yay me
Just searched for trailwalker twitter people and had a massive follow session. Germany &amp; Sydney seem popular. Hello ,positive,120,just searched for trailwalker twitter people and had a massive follow session germany amp sydney seem popular hello
@eklektick it took me forever to figure out what to order. I ended up getting tilapia and it was so thin and flat and my rice sucked too ,negative,137,it took me forever to figure out what to order i ended up getting tilapia and it was so thin and flat and my rice sucked too
I love my Zwinky. She's so cute. I'm so fascinated ,positive,51,i love my zwinky shes so cute im so fascinated
luke 11:23 surround urself with people who love you. im lucky to have so many people that love me &amp; support me. night yall ,positive,127,luke surround urself with people who love you im lucky to have so many people that love me amp support me night yall
haha. i love you too aimeeeeeee! ,positive,33,haha i love you too aimeeeeeee
"Suddenly not feeling so great. Was it something I ate? Or am I getting sick? Either way, this does not look good for my weekend plans. ",negative,135,suddenly not feeling so great was it something i ate or am i getting sick either way this does not look good for my weekend plans
"@Ballyhoo Good morning - it's beautiful here right now &amp; very warm/humid. Storms for this afternoon, typical for central FL. Happy Sunday ",positive,142,good morning its beautiful here right now amp very warmhumid storms for this afternoon typical for central fl happy sunday
@clothes_w share clothes *puppy dog eyes*  nangangasim(sp?) ako lmao,negative,68,share clothes puppy dog eyes nangangasimsp ako lmao
I had lots of people guessing what my age was last night... Looks like I'm only 31!! ,positive,85,i had lots of people guessing what my age was last night looks like im only
"@modernsinglemom no problem, thanks ",positive,36,no problem thanks
@McMoi87 wut as in forever? or today? or idk  and ok I shall make some &lt;3,negative,76,wut as in forever or today or idk and ok i shall make some lt
 had a nice afternoon nap. Gotta get ready quick to get my lil rascal from school and go to play station ! ,positive,107,had a nice afternoon nap gotta get ready quick to get my lil rascal from school and go to play station
amelia bedilia has the cuuuuutest baby in the world im watching her rock the baby to sleep ,positive,91,amelia bedilia has the cuuuuutest baby in the world im watching her rock the baby to sleep
not feeling well ,negative,17,not feeling well
"Trying to update my iPhone, but apparently the servers are down. Awesome. ",negative,74,trying to update my iphone but apparently the servers are down awesome
@Anime81 Hi Ani! ::hugs:: How are you? ,positive,39,hi ani hugs how are you
@DjKayZ awesomeness.. I will prepare the blunts ,positive,48,awesomeness i will prepare the blunts
@lancearmstrong Make it a good day  Good Luck!,positive,46,make it a good day good luck
