text,sentiment,text_length,clean_text
just got home from shooting with jennhoffman. i haven't stopped.  i need a nap so bad.  wah wah wah complainnnnn grrr!,negative,118,just got home from shooting with jennhoffman i havent stopped i need a nap so bad wah wah wah complainnnnn grrr
@lisgreen I'm going to one tonight ,positive,35,im going to one tonight
I think I have a fever! ,negative,24,i think i have a fever
@BlakeyBizz Thank you ,positive,22,thank you
@jilliancupcake yes much much better. i slept all day  please say happy bday to tiffany for meee!!! and have fun with HEF!!,positive,123,yes much much better i slept all day please say happy bday to tiffany for meee and have fun with hef
@mszueleenda Google Wave is the future of mail + IM + Twitter + collaborative document construction ++ ,positive,103,google wave is the future of mail im twitter collaborative document construction
"@Vino_Italiano: no, sorry  read my first post about #vuu here http://tinyurl.com/nlbf9r",negative,87,no sorry read my first post about vuu here
@Rumcheeka Oh no! Hate when that happens ,negative,41,oh no hate when that happens
"memorizing some verses, getting ready for the big kickoff for United. Let God move! ",positive,84,memorizing some verses getting ready for the big kickoff for united let god move
Got 3 valuations booked in for next week. Feeling optimistic - many more buyers than sellers at the moment ,positive,107,got valuations booked in for next week feeling optimistic many more buyers than sellers at the moment
@Carylsixx  Oh horrors!!!  I HATE the laundromat.   ,negative,52,oh horrors i hate the laundromat
"@BrookeNxo you always do my link wrong, its @NicoleWebber not @NicolewWebber ",positive,77,you always do my link wrong its not
@Itxi_Itx naturally  i think its so important to have an appreciation for nature in all its glory ;-),positive,101,naturally i think its so important to have an appreciation for nature in all its glory
"@neyn  watched apa? Iyanih emang kesel bgt udh exam lagi nanti liburnya cm bentar msk lagi deh haha  until next monday, you?",negative,124,watched apa iyanih emang kesel bgt udh exam lagi nanti liburnya cm bentar msk lagi deh haha until next monday you
; got the house captain spot! ,positive,30,got the house captain spot
@omjchristinaaa i know i went yesterday and they didnt have it  i really want it!!,negative,82,i know i went yesterday and they didnt have it i really want it
@themaguire iiggt I will I'm trying to push n make the right decision trust should not b used n the subject I could b dead! Right now ,negative,134,iiggt i will im trying to push n make the right decision trust should not b used n the subject i could b dead right now
"@joek949 @joek949 It's still the same....  always nice though... Michella's just next to beach, so great for a delicious ice cream!  ",positive,133,its still the same always nice though michellas just next to beach so great for a delicious ice cream
@CrystalinaB And how far do you live from Krispy Creme???  Thought Jay might splurge .... ,positive,90,and how far do you live from krispy creme thought jay might splurge
"can a cup of vanilla nut coffee energize my day...??? uuuuf, had a 8 hours of sleep but still sleepy... ",negative,104,can a cup of vanilla nut coffee energize my day uuuuf had a hours of sleep but still sleepy
@adorkablex we'll see. ,positive,23,well see
"@moose73 Wasn't the sky stunning! I was standing in my front yard near Mitcham, wantint to take a shot! My good camera is sick, though! ",negative,136,wasnt the sky stunning i was standing in my front yard near mitcham wantint to take a shot my good camera is sick though
@plainwhitetay that's an amazing movie. ,positive,40,thats an amazing movie
"@sunshinebliss @myluckypenny you know, i was thinking, we're going nuts here. -_- haha. Sasha can see all our tweets. he's following us. ",positive,137,you know i was thinking were going nuts here haha sasha can see all our tweets hes following us
@lschulz23 trying to check out twitter and what I can do with it. Surprised how little is written ,negative,98,trying to check out twitter and what i can do with it surprised how little is written
@digital_flake I'm sorry u didn't get the job  but macbook! envious :p,negative,70,im sorry u didnt get the job but macbook envious p
@nbarron Doh! Scratch that. I thought the game was on the 13th. I have to be in Jeff City for a trade show on the 14th. ,negative,120,doh scratch that i thought the game was on the th i have to be in jeff city for a trade show on the th
whtz up i think i am sick ,negative,26,whtz up i think i am sick
@ChynaJ  its gonna rain all day isn't it??,negative,42,its gonna rain all day isnt it
FOLLOW ME. SEND A DIRECT MSG. IT WILL GO TO MY PHONE &amp; I CAN AUTOMATICALLY REPLY FROM MY PHONE!!!  xo,positive,105,follow me send a direct msg it will go to my phone amp i can automatically reply from my phone xo
Happy mother's day !!!! ,positive,24,happy mothers day
"Rick Astley is the man! Never gonna give you up, lalala ",positive,56,rick astley is the man never gonna give you up lalala
@LisaSonoraBeam Lovely journal cover on your reTREAT page! ,positive,59,lovely journal cover on your retreat page
"alright im running out the door now  ooops! she and he are gonna be angry, RUN FOREST RUN! lol!!! now i really gotta go xo",negative,122,alright im running out the door now ooops she and he are gonna be angry run forest run lol now i really gotta go xo
@MishGoddess me too. I'm always sick. U have to o'd on vitamins. Once I stop takin them for a week I get sick ,negative,110,me too im always sick u have to od on vitamins once i stop takin them for a week i get sick
Long and boring day already ,negative,28,long and boring day already
A ring for Pepa next week  Do anyone know where/if it's possible to watch entire episodes of Los Hombres de Paco with english subtitles?,positive,136,a ring for pepa next week do anyone know whereif its possible to watch entire episodes of los hombres de paco with english subtitles
@BrodyJenner I cant see the photo  Hey Brody what appears on the photo?,negative,71,i cant see the photo hey brody what appears on the photo
@dhaval88 no wonder you didnt want to have lunch with me...you were too busy looking at other girls at the gym ,negative,111,no wonder you didnt want to have lunch with meyou were too busy looking at other girls at the gym
@smiley_steph I'm sorry  I'm here for u if u need me.,negative,53,im sorry im here for u if u need me
If you visit the forums you need to register to see the good stuff ,positive,67,if you visit the forums you need to register to see the good stuff
 so tired and its raining- hello work !,negative,39,so tired and its raining hello work
"doritos, book making, book binding and a headache ... YAY ",negative,58,doritos book making book binding and a headache yay
editing pictures on picnik  ,positive,28,editing pictures on picnik
still got toothache sob ,negative,24,still got toothache sob
When i lived in blythe i  saw other city temps in the 60's in may n i  didn't really believe it.. I do now... 62 ,negative,113,when i lived in blythe i saw other city temps in the s in may n i didnt really believe it i do now
Chicken sandwich and strawberry yogurt for lunch. Yogurt was 1 of 5 a day. Skipped breakfast ,negative,93,chicken sandwich and strawberry yogurt for lunch yogurt was of a day skipped breakfast
@nobleism Sorry for SLOW reply! Those Romans were tricky folk. It could have gone anywhere. ,positive,92,sorry for slow reply those romans were tricky folk it could have gone anywhere
I sincerely hope that Airbus over the Atlantic is not as tragic as it sounds..  We wish them a miracle!!!,negative,105,i sincerely hope that airbus over the atlantic is not as tragic as it sounds we wish them a miracle
and i think i just crashed my phone!  things are not looking good... but in all situations we Thank God!! *Sigh*,negative,112,and i think i just crashed my phone things are not looking good but in all situations we thank god sigh
